E	A
452	-9.87
453	-9.69
454	-9.7
455	-9.82
456	-9.76
457	-9.74
458	-9.84
459	-9.73
460	-9.82
461	-9.54
462	-9.7
463	-9.73
464	-9.89
465	-9.6
466	-9.62
467	-9.89
468	-9.76
469	-9.68
470	-9.68
471	-9.85
472	-9.77
473	-9.78
474	-9.94
475	-9.64
476	-9.47
477	-9.58
478	-9.78
479	-9.67
480	-9.74
481	-9.82
482	-9.56
483	-9.66
484	-9.92
485	-9.68
486	-9.67
487	-9.97
488	-9.47
489	-9.94
490	-9.82
491	-9.78
492	-9.7
493	-9.83
494	-9.71
495	-9.76
496	-9.62
497	-9.63
498	-9.81
499	-9.72
500	-9.81
501	-9.77
502	-9.7
503	-9.79
504	-9.81
505	-9.58
506	-9.63
507	-9.66
508	-9.7
509	-9.74
510	-9.95
511	-9.72
512	-9.72
513	-9.83
514	-9.85
515	-9.64
516	-9.64
517	-9.66
518	-9.76
519	-10.0
520	-9.77
521	-9.78
522	-9.65
523	-9.63
524	-9.61
525	-9.84
526	-9.72
527	-9.74
528	-10.02
529	-9.58
530	-9.79
531	-9.79
532	-9.85
533	-9.76
534	-9.8
535	-9.95
536	-9.84
537	-9.55
538	-9.89
539	-9.74
540	-9.72
541	-9.7
542	-9.82
543	-9.6
544	-9.81
545	-9.82
546	-9.77
547	-9.74
548	-9.98
549	-9.75
550	-9.76
551	-9.78
552	-9.62
553	-9.92
554	-9.69
555	-9.79
556	-9.63
557	-9.9
558	-9.65
559	-9.84
560	-9.69
561	-9.89
562	-9.81
563	-9.72
564	-9.81
565	-9.79
566	-9.7
567	-9.82
568	-9.94
569	-9.62
570	-9.81
571	-9.71
572	-9.61
573	-9.77
574	-9.87
575	-9.69
576	-9.7
577	-9.89
578	-9.8
579	-9.72
580	-9.63
581	-9.89
582	-9.62
583	-9.75
584	-9.79
585	-9.69
586	-9.72
587	-9.77
588	-9.71
589	-9.77
590	-9.88
591	-9.76
592	-9.62
593	-9.7
594	-9.64
595	-9.73
596	-9.82
597	-9.82
598	-9.73
599	-9.66
600	-9.71
601	-9.71
602	-9.71
603	-9.91
604	-9.72
605	-9.62
606	-9.63
607	-9.69
608	-9.57
609	-9.81
610	-9.76
611	-9.74
612	-10.01
613	-9.7
614	-9.51
615	-9.7
616	-9.8
617	-10.0
618	-9.67
619	-9.65
620	-9.97
621	-9.71
622	-9.68
623	-9.72
624	-9.59
625	-9.83
626	-9.66
627	-9.72
628	-9.7
629	-9.71
630	-9.63
631	-9.54
632	-9.55
633	-9.86
634	-9.74
635	-9.63
636	-9.84
637	-9.81
638	-9.72
639	-9.72
640	-9.93
641	-9.68
642	-9.88
643	-9.65
644	-9.82
645	-9.67
646	-9.8
647	-9.57
648	-9.62
649	-9.83
650	-9.69
651	-9.69
652	-9.78
653	-9.76
654	-9.51
655	-9.69
656	-9.89
657	-9.69
658	-9.64
659	-9.79
660	-9.83
661	-9.48
662	-9.68
663	-9.75
664	-9.79
665	-9.93
666	-9.75
667	-9.67
668	-9.67
669	-9.6
670	-9.68
671	-9.76
672	-9.72
673	-9.7
674	-9.68
675	-9.87
676	-9.75
677	-9.48
678	-9.85
679	-9.94
680	-9.65
681	-9.61
682	-9.7
683	-9.62
684	-9.89
685	-9.66
686	-9.88
687	-9.97
688	-9.53
689	-9.71
690	-9.64
691	-9.72
692	-9.79
693	-9.6
694	-9.82
695	-9.75
696	-9.57
697	-9.5
698	-9.98
699	-9.84
700	-9.89
701	-9.52
702	-9.72
703	-9.72
704	-9.74
705	-9.75
706	-9.8
707	-9.72
708	-9.73
709	-9.82
710	-9.71
711	-9.61
712	-9.7
713	-9.8
714	-9.83
715	-9.85
716	-9.5
717	-9.81
718	-9.53
719	-9.88
720	-9.52
721	-9.89
722	-9.99
723	-9.83
724	-9.82
725	-9.67
726	-9.61
727	-9.63
728	-9.64
729	-9.7
730	-9.81
731	-9.87
732	-9.71
733	-9.7
734	-9.63
735	-9.71
736	-9.77
737	-9.67
738	-9.63
739	-9.55
740	-9.88
741	-10.0
742	-9.66
743	-9.53
744	-9.65
745	-9.59
746	-9.85
747	-9.63
748	-9.83
749	-9.62
750	-9.75
751	-9.8
752	-9.9
753	-9.72
754	-9.61
755	-9.54
756	-9.82
757	-9.59
758	-9.89
759	-9.68
760	-9.73
761	-9.71
762	-9.78
763	-9.71
764	-9.65
765	-9.7
766	-9.78
767	-9.95
768	-9.64
769	-9.63
770	-9.65
771	-9.64
772	-9.58
773	-9.69
774	-9.56
775	-9.98
776	-9.64
777	-9.84
778	-9.77
779	-9.95
780	-9.63
781	-9.79
782	-9.58
783	-9.76
784	-9.7
785	-9.73
786	-9.67
787	-9.64
788	-9.82
789	-9.79
790	-9.98
791	-9.62
792	-9.79
793	-9.86
794	-9.51
795	-9.72
796	-9.57
797	-9.74
798	-9.81
799	-9.63
800	-9.79
801	-9.87
802	-9.77
803	-9.59
804	-9.61
805	-10.1
806	-9.69
807	-9.78
808	-9.77
809	-9.81
810	-9.68
811	-9.8
812	-9.53
813	-9.69
814	-9.63
815	-9.82
816	-9.78
817	-9.71
818	-9.91
819	-9.53
820	-9.83
821	-9.77
822	-9.6
823	-9.6
824	-9.69
825	-9.57
826	-9.72
827	-9.92
828	-9.84
829	-9.56
830	-9.68
831	-9.96
832	-9.66
833	-9.69
834	-9.95
835	-9.85
836	-9.88
837	-9.63
838	-9.84
839	-9.76
840	-9.53
841	-9.84
842	-9.75
843	-9.89
844	-10.0
845	-9.72
846	-9.9
847	-9.53
848	-9.79
849	-9.68
850	-9.5
851	-9.74
852	-9.53
853	-9.81
854	-9.78
855	-9.65
856	-9.92
857	-9.8
858	-9.69
859	-9.71
860	-9.83
861	-9.74
862	-9.59
863	-9.68
864	-9.79
865	-9.71
866	-9.71
867	-9.71
868	-9.73
869	-9.57
870	-9.61
871	-9.6
872	-9.78
873	-9.78
874	-9.73
875	-9.7
876	-9.89
877	-9.78
878	-9.83
879	-9.76
880	-9.64
881	-9.59
882	-9.7
883	-9.74
884	-9.85
885	-9.8
886	-9.55
887	-9.6
888	-9.83
889	-9.77
890	-9.8
891	-9.88
892	-9.58
893	-9.91
894	-9.67
895	-9.63
896	-9.88
897	-9.92
898	-9.69
899	-9.76
900	-9.76
901	-9.75
902	-9.73
903	-9.71
904	-9.82
905	-9.84
906	-9.74
907	-9.64
908	-9.4
909	-9.92
910	-9.81
911	-9.54
912	-9.98
913	-9.87
914	-9.72
915	-9.75
916	-9.7
917	-9.66
918	-9.55
919	-9.78
920	-9.7
921	-9.86
922	-9.81
923	-9.91
924	-9.85
925	-9.56
