E	A
1	-13.009999999999986
2	-10.29
3	-9.99
4	-10.0
5	-9.97
6	-10.19
7	-10.01
8	-10.1
9	-10.21
10	-10.05
11	-10.09
12	-10.14
13	-10.04
14	-9.85
15	-10.29
16	-10.14
17	-10.27
18	-9.81
19	-10.08
20	-10.09
21	-9.81
22	-10.16
23	-10.16
24	-10.07
25	-10.01
26	-10.1
27	-9.93
28	-10.04
29	-10.21
30	-10.17
31	-10.19
32	-10.17
33	-10.37
34	-10.13
35	-10.16
36	-9.95
37	-10.19
38	-9.87
39	-10.07
40	-10.17
41	-10.17
42	-10.22
43	-10.03
44	-10.0
45	-9.97
46	-9.98
47	-10.1
48	-10.13
49	-10.23
50	-9.94
51	-9.89
52	-10.25
53	-10.29
54	-10.1
55	-10.09
56	-9.86
57	-10.0
58	-10.03
59	-10.18
60	-9.93
61	-10.18
62	-10.08
63	-10.13
64	-9.88
65	-10.03
66	-10.26
67	-10.09
68	-10.11
69	-10.12
70	-9.95
71	-9.87
72	-10.16
73	-9.68
74	-10.03
75	-10.21
76	-10.16
77	-9.92
78	-10.06
79	-10.24
80	-10.23
81	-10.07
82	-10.16
83	-10.2
84	-9.94
85	-10.17
86	-10.06
87	-9.87
88	-10.21
89	-10.04
90	-10.2
91	-10.14
92	-9.97
93	-10.05
94	-10.37
95	-10.03
96	-10.19
97	-10.08
98	-9.97
99	-10.14
100	-10.35
101	-9.94
102	-9.95
103	-9.97
104	-10.11
105	-10.31
106	-9.82
107	-10.01
108	-10.09
109	-10.21
110	-10.04
111	-10.16
112	-9.94
113	-10.14
114	-10.18
115	-10.09
116	-10.1
117	-10.1
118	-9.95
119	-9.98
120	-10.14
121	-9.91
122	-10.09
123	-10.16
124	-10.08
125	-9.95
126	-10.02
127	-9.96
128	-10.12
129	-10.09
130	-10.16
131	-10.08
132	-9.94
133	-10.26
134	-9.85
135	-10.08
136	-10.04
137	-9.93
138	-10.04
139	-10.13
140	-10.02
141	-10.34
142	-10.27
143	-10.16
144	-10.22
145	-10.04
146	-10.17
147	-10.1
148	-10.13
149	-10.08
150	-10.27
151	-10.1
152	-10.0
153	-10.13
154	-10.23
155	-10.04
156	-9.97
157	-10.2
158	-10.31
159	-10.07
160	-10.17
161	-10.16
162	-9.97
163	-9.96
164	-10.19
165	-10.07
166	-9.97
167	-10.08
168	-10.1
169	-10.22
170	-10.15
171	-9.87
172	-9.96
173	-10.1
174	-10.28
175	-10.29
176	-10.15
177	-10.17
178	-10.17
179	-10.07
180	-10.11
181	-10.1
182	-10.0
183	-10.24
184	-10.02
185	-10.07
186	-10.11
187	-10.15
188	-10.17
189	-9.97
190	-10.13
191	-10.15
192	-10.28
193	-10.19
194	-10.16
195	-10.14
196	-9.96
197	-10.14
198	-10.08
199	-10.06
200	-10.13
201	-10.09
202	-10.08
203	-10.0
204	-10.06
205	-10.01
206	-9.92
207	-10.11
208	-10.1
209	-9.99
210	-10.07
211	-9.97
212	-10.1
213	-10.16
214	-10.25
215	-10.21
216	-10.13
217	-10.17
218	-10.22
219	-10.16
220	-10.08
221	-10.1
222	-10.04
223	-10.09
224	-10.29
225	-10.08
226	-10.27
227	-10.22
228	-9.96
229	-10.12
230	-9.89
231	-10.23
232	-9.96
233	-9.92
234	-10.12
235	-9.9
236	-10.06
237	-9.92
238	-10.04
239	-10.1
240	-10.19
241	-10.31
242	-10.16
243	-9.95
244	-10.23
245	-10.17
246	-10.01
247	-9.98
248	-9.98
249	-10.16
250	-10.16
251	-10.18
252	-10.04
253	-10.14
254	-9.95
255	-10.06
256	-10.01
257	-10.25
258	-10.15
259	-9.96
260	-9.84
261	-10.24
262	-10.1
263	-10.18
264	-10.12
265	-10.26
266	-10.03
267	-10.07
268	-10.02
269	-10.05
270	-10.08
271	-10.17
272	-10.11
273	-10.04
274	-10.18
275	-10.04
276	-10.13
277	-10.0
278	-10.26
279	-9.92
280	-10.13
281	-10.05
282	-10.11
283	-10.1
284	-9.97
285	-9.86
286	-10.0
287	-10.06
288	-10.06
289	-10.07
290	-10.19
291	-10.14
292	-10.07
293	-9.8
294	-10.06
295	-10.12
296	-10.15
297	-10.12
298	-10.13
299	-9.85
300	-10.3
301	-10.14
302	-10.07
303	-10.33
304	-9.97
305	-10.04
306	-10.01
307	-10.03
308	-10.04
309	-10.02
310	-10.2
311	-10.19
312	-9.99
313	-10.19
314	-10.33
315	-9.78
316	-10.26
317	-10.06
318	-10.02
319	-10.13
320	-10.31
321	-10.34
322	-10.13
323	-10.1
324	-10.02
325	-10.1
326	-10.29
327	-10.18
328	-10.06
329	-10.37
330	-10.09
331	-10.02
332	-10.06
333	-10.05
334	-10.06
335	-10.05
336	-10.0
337	-10.0
338	-10.2
339	-10.06
340	-9.95
341	-10.0
342	-10.08
343	-10.07
344	-10.28
345	-10.13
346	-10.17
347	-10.03
348	-10.14
349	-10.3
350	-10.03
351	-10.08
352	-9.83
353	-9.9
354	-10.0
355	-10.37
356	-10.1
357	-10.01
358	-10.07
359	-9.92
360	-10.08
361	-10.17
362	-10.12
363	-10.26
364	-10.15
365	-10.17
366	-9.87
367	-9.98
368	-10.04
369	-10.13
370	-10.25
371	-9.76
372	-10.27
373	-10.12
374	-10.03
375	-10.36
376	-10.13
377	-9.98
378	-10.21
379	-10.08
380	-10.02
381	-10.04
382	-9.98
383	-10.15
384	-10.03
385	-10.21
386	-10.06
387	-10.09
388	-10.24
389	-10.17
390	-9.99
391	-10.27
392	-10.0
393	-10.07
394	-10.01
395	-10.1
396	-9.94
397	-10.08
398	-10.0
399	-10.1
400	-10.09
401	-10.16
402	-10.07
403	-10.09
404	-10.1
405	-10.1
406	-10.06
407	-10.03
408	-10.34
409	-10.22
410	-10.01
411	-10.05
412	-9.95
413	-9.78
414	-9.9
415	-10.09
416	-10.15
417	-9.98
418	-10.16
419	-9.98
420	-10.24
421	-10.0
422	-10.23
423	-10.06
424	-10.06
425	-10.16
426	-9.99
427	-10.0
428	-9.98
429	-10.1
430	-10.28
431	-10.33
432	-10.07
433	-10.04
434	-10.11
435	-9.94
436	-10.15
437	-10.08
438	-10.1
439	-10.06
440	-10.02
441	-10.07
442	-10.2
443	-9.96
444	-10.11
445	-9.76
446	-10.09
447	-9.91
448	-9.96
449	-10.12
450	-10.07
451	-10.06
452	-10.03
453	-10.21
454	-10.08
455	-10.1
456	-10.22
457	-10.07
458	-10.15
459	-10.13
460	-10.17
461	-10.05
462	-9.91
463	-9.99
464	-10.29
465	-10.08
466	-9.94
467	-10.15
468	-10.21
469	-10.12
470	-10.04
471	-10.02
472	-10.08
473	-10.11
474	-10.14
475	-10.11
476	-10.18
477	-10.09
478	-10.05
479	-10.17
480	-10.04
481	-10.28
482	-10.09
483	-9.98
484	-9.99
485	-10.18
486	-10.24
487	-10.12
488	-10.28
489	-10.03
490	-9.99
491	-10.37
492	-10.17
493	-9.96
494	-10.14
495	-10.29
496	-9.99
497	-10.06
498	-10.09
499	-10.01
500	-10.08
501	-9.81
502	-10.33
503	-10.0
504	-10.02
505	-10.11
506	-10.03
507	-10.11
508	-10.01
509	-10.13
510	-9.96
511	-10.1
512	-10.15
513	-10.24
514	-10.02
515	-10.09
516	-10.11
517	-10.05
518	-9.99
519	-10.06
520	-10.0
521	-9.88
522	-10.11
523	-10.13
524	-10.35
525	-10.07
526	-10.1
527	-10.13
528	-10.04
529	-9.95
530	-10.07
531	-10.07
532	-9.91
533	-10.24
534	-10.02
535	-9.9
536	-9.83
537	-10.07
538	-10.05
539	-10.28
540	-10.08
541	-10.14
542	-10.18
543	-9.98
544	-10.05
545	-10.11
546	-9.91
547	-10.04
548	-9.87
549	-10.43
550	-10.18
551	-10.06
552	-10.19
553	-10.19
554	-10.18
555	-10.05
556	-9.88
557	-10.1
558	-9.95
559	-10.06
560	-10.06
561	-10.21
562	-10.13
563	-10.25
564	-10.11
565	-10.18
566	-10.14
567	-10.21
568	-10.14
569	-9.88
570	-9.92
571	-10.13
572	-9.9
573	-10.04
574	-10.06
575	-10.13
576	-10.1
577	-9.96
578	-10.1
579	-10.14
580	-10.19
581	-10.24
582	-10.26
583	-10.0
584	-9.81
585	-9.97
586	-10.11
587	-10.08
