E	A
303	6.11
304	5.5
305	4.8
306	5.89
307	4.59
308	5.77
309	5.45
310	6.7
311	5.77
312	6.16
313	5.57
314	5.99
315	5.95
316	6.38
317	4.85
318	6.12
319	5.46
320	6.12
321	5.89
322	5.78
323	5.28
324	5.62
325	6.37
326	6.01
327	5.97
328	5.44
329	5.44
330	6.46
331	5.8
332	6.66
333	6.05
334	5.72
335	5.96
336	5.31
337	6.82
338	6.41
339	6.23
340	5.47
341	5.8
342	6.68
343	5.4
344	5.66
345	5.89
346	6.36
347	7.21
348	5.61
349	5.42
350	6.57
351	5.79
352	7.73
353	6.34
354	5.85
355	6.3
356	5.74
357	6.48
358	6.02
359	5.58
360	6.08
361	7.02
362	5.91
363	6.93
364	6.11
365	6.57
366	6.27
367	6.35
368	6.4
369	6.83
370	6.46
371	5.98
372	6.48
373	6.23
374	6.43
375	6.89
376	6.47
377	7.1
378	7.09
379	6.64
380	5.86
381	6.41
382	5.93
383	7.22
384	6.78
385	7.33
386	6.18
387	5.39
388	6.21
389	7.02
390	6.43
391	6.17
392	6.04
393	6.47
394	6.15
395	6.28
396	6.3
397	7.09
398	6.54
399	6.82
400	6.6
401	5.6
402	5.64
403	6.59
404	7.1
405	6.89
406	6.55
407	7.65
408	6.92
409	7.15
410	6.89
411	6.97
412	8.06
413	6.79
414	5.9
415	7.02
416	6.62
417	6.17
418	6.8
419	7.39
420	6.1
421	6.22
422	7.9
423	7.08
424	6.47
425	6.97
426	5.7
427	7.44
428	6.92
429	5.93
430	6.63
431	5.24
432	5.95
433	6.96
434	5.95
435	6.51
436	6.51
437	7.3
438	7.08
439	5.73
440	7.02
441	7.52
442	8.24
443	7.57
444	7.24
445	6.75
446	7.14
447	7.03
448	7.85
449	7.67
450	5.9
451	7.49
452	7.8
453	7.22
454	7.75
455	6.96
456	8.22
457	7.66
458	6.55
459	6.88
460	6.8
461	7.35
462	7.55
463	7.23
464	7.41
465	6.32
466	7.24
467	8.29
468	7.59
469	7.06
470	7.44
471	8.62
472	7.02
473	6.97
474	8.41
475	7.86
476	7.4
477	6.77
478	6.76
479	8.12
480	8.06
481	7.76
482	8.32
483	8.81
484	6.53
485	8.79
486	8.84
487	7.73
488	8.96
489	7.63
490	8.74
491	7.2
492	6.95
493	8.02
494	6.99
495	7.88
496	7.19
497	6.41
498	6.63
499	9.57
500	7.17
501	8.26
502	6.65
503	8.96
504	9.11
505	7.46
506	7.01
507	9.39
508	8.82
509	7.7
510	8.55
511	9.56
512	8.18
513	8.38
514	8.29
515	6.97
516	6.6
517	7.62
518	8.28
519	9.39
520	8.8
521	8.04
522	8.44
523	8.0
524	8.64
525	8.06
526	8.13
527	8.28
528	8.38
529	8.65
530	8.44
531	8.63
532	6.89
533	9.6
534	8.47
535	8.63
536	9.37
537	9.14
538	9.27
539	9.87
540	7.78
541	7.77
542	9.19
543	10.28
544	8.2
545	8.61
546	10.04
547	9.32
548	8.1
549	9.11
550	8.62
551	8.05
552	9.51
553	8.96
554	9.57
555	7.68
556	9.99
557	7.4
558	9.64
559	9.04
560	9.53
561	9.43
562	8.83
563	9.5
564	9.12
565	8.94
566	10.19
567	8.4
568	8.42
569	8.38
570	9.73
571	9.04
572	8.44
573	8.24
574	9.6
575	9.81
576	9.54
577	10.52
578	8.27
579	7.58
580	9.1
581	9.87
582	9.24
583	9.35
584	10.17
585	10.54
586	10.34
587	10.89
588	9.47
589	9.82
590	10.07
591	10.6
592	10.56
593	8.84
594	9.63
595	8.72
596	11.41
597	11.7
598	9.44
599	9.97
600	11.9
601	11.79
602	10.07
603	10.5
604	9.69
605	10.45
606	10.46
607	9.46
608	9.99
609	12.04
610	9.57
611	9.84
612	11.24
613	11.94
614	9.39
615	12.94
616	9.95
617	10.05
618	9.67
619	9.33
620	9.94
621	11.07
622	11.07
623	10.33
624	11.08
625	9.55
626	10.07
627	9.19
628	9.85
629	10.69
630	12.39
631	10.66
632	10.69
633	9.43
634	12.96
635	10.91
636	9.71
637	9.61
638	11.75
639	10.62
640	10.85
641	11.16
642	10.57
643	9.88
644	11.31
645	9.59
646	11.56
647	11.12
648	12.71
649	9.35
650	11.44
651	9.1
652	11.82
653	11.26
654	14.17
655	13.51
656	9.7
657	10.43
658	11.17
659	9.78
660	10.84
661	10.12
662	11.56
663	11.97
664	12.4
665	11.9
666	11.62
667	13.39
668	14.24
669	13.11
670	13.1
671	10.14
672	12.37
673	11.9
674	11.32
675	12.16
676	12.91
677	13.07
678	11.81
679	12.31
680	11.16
681	14.76
682	10.79
683	12.95
684	13.19
685	14.0
686	13.24
687	13.01
688	12.56
689	12.95
690	13.02
691	11.88
692	14.17
693	14.91
694	12.51
695	14.9
696	12.68
697	12.26
698	13.25
699	16.11
700	13.09
701	12.19
702	12.97
703	14.09
704	13.97
705	13.36
706	12.17
707	14.16
708	15.3
709	13.28
710	12.87
711	12.98
712	13.36
713	15.11
714	13.74
715	12.71
716	13.71
717	14.28
718	15.59
719	13.31
720	14.92
721	13.66
722	13.03
723	15.96
724	14.67
725	15.95
726	14.82
727	15.25
728	14.05
729	14.28
730	15.76
731	17.27
732	14.03
733	11.34
734	14.33
735	13.44
736	15.49
737	13.63
738	15.27
739	14.67
740	13.94
741	13.24
742	13.87
743	17.46
744	15.39
745	15.16
746	14.45
747	14.1
748	16.05
749	17.08
750	15.59
751	15.78
752	16.87
753	16.7
754	14.36
755	16.97
756	16.43
757	13.2
758	17.22
759	15.02
760	16.61
761	15.06
762	16.93
763	17.68
764	15.52
765	20.44
766	14.89
767	17.07
768	17.59
769	14.32
770	16.1
771	18.89
772	14.14
773	17.91
774	13.95
775	15.8
776	17.65
777	17.36
778	20.41
779	17.86
780	21.05
781	19.04
782	15.68
783	20.44
784	17.9
785	18.43
786	15.99
787	16.69
788	17.68
789	17.85
790	20.98
791	20.27
792	17.98
793	18.64
794	20.55
795	17.85
796	18.52
797	21.07
798	19.91
799	23.01
800	19.1
801	17.45
802	20.96
803	22.64
804	18.51
805	21.45
806	21.52
807	20.01
808	17.72
809	23.02
810	22.9
811	22.57
812	23.15
813	22.1
814	18.81
815	22.94
816	21.21
817	22.09
818	18.29
819	19.56
820	17.97
821	22.47
822	22.01
823	21.99
824	18.94
825	22.61
826	21.94
827	24.41
828	21.78
829	22.86
830	22.31
831	25.15
832	22.78
833	22.46
834	22.29
835	26.03
836	20.25
837	22.08
838	26.8
839	24.32
840	21.4
841	25.29
842	26.66
843	23.96
844	27.19
845	29.72
846	26.52
847	21.59
848	24.61
849	24.2
850	26.4
851	27.66
852	24.85
853	28.34
854	25.38
855	23.4
856	21.97
857	26.37
858	30.27
859	30.46
860	29.82
861	30.69
862	28.24
863	26.84
864	27.65
865	31.71
866	25.69
867	26.93
868	25.64
869	28.75
870	30.96
871	25.69
872	30.18
873	34.57
874	31.16
875	30.71
876	29.18
877	30.58
878	30.41
879	28.31
880	31.1
881	37.28
882	28.59
883	34.24
884	30.05
885	34.18
886	34.24
887	34.96
888	29.65
889	37.94
890	37.27
891	31.66
892	34.74
893	34.81
894	38.57
895	38.32
896	39.5
897	32.82
898	36.93
899	34.44
900	37.37
901	35.77
902	41.66
903	35.7
904	36.4
905	43.6
906	37.12
907	37.95
908	36.33
909	32.8
910	42.38
911	41.0
912	40.29
913	39.92
914	40.97
915	48.08
916	38.29
917	45.24
918	41.8
919	39.6
920	40.95
921	45.97
922	42.61
923	44.08
924	42.68
925	50.47
926	47.07
927	42.55
928	43.84
929	43.32
930	48.59
931	39.8
932	50.44
933	53.85
934	51.46
935	49.94
936	54.7
937	47.76
938	49.61
939	52.35
940	54.6
941	52.39
942	61.45
943	55.32
944	46.75
945	46.9
946	60.68
947	57.17
948	52.78
949	60.91
950	57.01
951	54.99
952	61.34
953	59.91
954	61.53
955	56.45
956	56.98
957	57.04
958	58.88
959	65.28
960	63.68
961	65.01
962	66.94
963	58.7
964	62.14
965	65.78
966	71.44
967	67.19
968	66.71
969	73.4
970	67.81
971	70.72
972	70.39
973	71.84
974	77.49
975	72.74
976	74.6
977	76.46
978	81.4
979	77.49
980	76.3
981	77.61
982	76.94
983	76.09
984	78.13
985	81.11
986	82.4
987	88.16
988	85.02
989	86.93
990	92.7
991	91.14
992	91.28
993	86.92
994	92.86
995	89.68
996	95.1
997	94.48
998	94.9
999	98.43
1000	98.77
