E	A
901	-8.78
902	-9.54
903	-8.5
904	-8.86
905	-9.82
906	-8.85
907	-8.75
908	-8.39
909	-8.26
910	-9.51
911	-8.94
912	-9.08
913	-9.02
914	-8.8
915	-9.6
916	-8.54
917	-9.72
918	-8.94
919	-8.47
920	-8.99
921	-9.17
922	-8.87
923	-9.13
924	-8.84
925	-9.77
926	-9.34
927	-8.83
928	-8.87
929	-8.87
930	-9.54
931	-8.69
932	-9.31
933	-9.74
934	-9.23
935	-9.36
936	-9.65
937	-9.19
938	-9.13
939	-9.43
940	-9.76
941	-9.52
942	-10.08
943	-9.56
944	-9.07
945	-8.74
946	-9.83
947	-9.66
948	-9.25
949	-10.24
950	-9.62
951	-9.06
952	-9.97
953	-9.46
954	-9.97
955	-9.48
956	-9.51
957	-9.86
958	-9.44
959	-9.9
960	-9.45
961	-9.89
962	-9.78
963	-9.11
964	-9.54
965	-9.79
966	-10.03
967	-10.06
968	-9.65
969	-9.98
970	-9.45
971	-9.74
972	-9.68
973	-9.76
974	-10.13
975	-10.17
976	-10.0
977	-9.81
978	-9.91
979	-9.69
980	-9.88
981	-9.91
982	-9.83
983	-9.53
984	-9.92
985	-10.03
986	-9.88
987	-9.67
988	-9.7
989	-10.02
990	-9.99
991	-9.96
992	-9.82
993	-9.48
994	-10.17
995	-9.75
996	-9.84
997	-9.7
998	-9.95
999	-9.86
1000	-9.55
