E	V
1	-4.299122941970316
2	-4.705895972544917
3	-4.540881374870052
4	-4.811145618000167
5	-4.53898172150257
6	-4.572391605213925
7	-4.461964351295893
8	-5.087183317083982
9	-4.765239884337847
10	-4.426609423810891
11	-4.803573709178088
12	-4.446292409965052
13	-4.5664600266015505
14	-4.772038135978379
15	-4.2214003268192
16	-4.337245587949948
17	-5.117378457476476
18	-4.4714379307593495
19	-4.795775984209227
20	-4.547085019268387
21	-4.809845820213966
22	-4.494558863002404
23	-4.727154651853258
24	-4.690102461167684
25	-4.396428264516941
26	-4.534234398812409
27	-4.8985720111863005
28	-4.326309397830373
29	-4.241583184617541
30	-4.6876547149916155
31	-4.993895087666966
32	-4.730644436932721
33	-3.799884394994871
34	-4.636669234721606
35	-4.431305563151634
36	-4.678768846241275
37	-4.348457868469797
38	-4.619469445201713
39	-4.278639770446333
40	-4.558270673116343
41	-4.771578379360945
42	-4.21903025759203
43	-4.657984689813538
44	-4.336534679122737
45	-4.752375134719524
46	-4.5623617119492135
47	-4.6322719086602
48	-4.173219336911917
49	-4.679012050601585
50	-4.783591602777635
51	-4.181969267325551
52	-4.754182970348051
53	-4.933589760833204
54	-4.6525932855802985
55	-4.438441526395432
56	-4.213188409499144
57	-4.6
58	-4.717927257203387
59	-4.102460008465846
60	-4.706552043059311
61	-5.004490693066407
62	-4.715917639235295
63	-4.4690486763091
64	-4.629311216538367
65	-4.689053615447506
66	-4.822552682701268
67	-3.7291487189906136
68	-5.043897165464305
69	-4.394903260561815
70	-4.653649540950196
71	-4.481835635219417
72	-4.895143025276026
73	-4.294903260561817
74	-4.894606707914311
75	-4.718676199189175
76	-4.5273439084296125
77	-4.719821435688663
78	-4.628104914864098
79	-4.633568086760153
80	-4.608155000939611
81	-4.200000000000001
82	-4.718511227777321
83	-4.508487765859512
84	-4.90558572873505
85	-4.451972335387578
86	-4.742253395899342
87	-4.714373723795617
88	-4.454633098750788
89	-4.386097260029294
90	-4.876367385196111
91	-4.239565251631548
92	-4.544746234211031
93	-4.350500050010003
94	-4.948438008295434
95	-4.629613440574276
96	-4.793637275280057
97	-4.623243175506333
98	-4.694840431551322
99	-4.47778446025034
100	-4.518207811143606
101	-4.403515899913553
102	-4.405005050510202
103	-4.6004602953706755
104	-4.63784799787396
105	-4.492326216313238
106	-4.488363030495449
107	-4.6560560427190865
108	-4.451790259230279
109	-4.8277815237469355
110	-4.606217691870187
111	-4.781598757083152
112	-4.646946436805169
113	-4.276529868370402
114	-4.86938007686094
115	-4.687704992930783
116	-4.499152664064098
117	-4.615215114010335
118	-4.849925374519643
119	-4.612890110106859
120	-4.258444892288888
121	-4.598936410898251
122	-4.4528696654362045
123	-4.58126083817498
124	-4.395656275639418
125	-4.446400188708924
126	-4.600183493961016
127	-4.576114107175208
128	-4.493976831191478
129	-3.6345471583307205
130	-4.384810203041842
131	-4.424642879093863
132	-4.640275875190884
133	-4.9314561435345965
134	-4.507165553379757
135	-4.688788869347459
136	-4.639145455180949
137	-4.192036506084207
138	-4.49814878277874
139	-4.2834313748412605
140	-4.560127663042096
141	-4.748034091184235
142	-4.300696059432003
143	-4.880819855782378
144	-4.576607327958971
145	-4.3653212482682395
146	-4.578971411110103
147	-4.857233850799419
148	-4.237566651906919
149	-4.3786643287485205
150	-4.544277655256119
151	-4.805820386623152
152	-4.307382913706192
153	-4.396597796983221
154	-4.6718371115759725
155	-4.411295154865761
156	-4.659050531142769
157	-4.560115832706028
158	-4.224166780665755
159	-4.552605581052629
160	-4.441542374211059
161	-4.654959954600374
162	-4.620083334780142
163	-4.741682041872757
164	-4.883194202907504
165	-5.012324203965502
166	-4.630617102301116
167	-4.793637275280057
168	-4.756270486007976
169	-4.075836343062342
170	-4.572391605213925
171	-4.820080646472551
172	-4.430585497279599
173	-4.897370240955954
174	-4.045196885403248
175	-4.951644753426539
176	-4.48455761102516
177	-4.240757684485942
178	-4.591448660824641
179	-4.253573455489546
180	-4.862913770185385
181	-4.59390617261276
182	-4.8319786477882385
183	-4.826445928215485
184	-4.241583184617541
185	-4.716750114178424
186	-4.174054501373301
187	-4.714117489481733
188	-4.298672219336228
189	-4.721539030917347
190	-4.614893717429943
191	-4.560986086684322
192	-4.802223470662067
193	-4.49821485477562
194	-3.9776590949108575
195	-4.858804736047803
196	-4.743758852708979
197	-4.841090329103686
198	-4.544042419834925
199	-4.358133502865469
200	-4.275178233481151
201	-4.110855652498326
202	-4.826010625771223
203	-4.877669800474051
204	-4.967351846248455
205	-4.740413258426141
206	-4.792170394754834
207	-4.563088382326213
208	-4.511660694903821
209	-4.444277655256117
210	-4.674373230465271
211	-4.26532124826824
212	-4.235209409205506
213	-4.499771002374029
214	-4.791898125643071
215	-4.874955919884901
216	-4.699032473757381
217	-4.8132410633397855
218	-4.368250588546237
219	-4.504528613753334
220	-4.5567804112451356
221	-4.72613577917313
222	-4.598162192272923
223	-4.372096999501328
224	-4.838160046126928
225	-4.467849733264929
226	-4.615133266046874
227	-4.36709076969355
228	-4.724106166796101
229	-4.7481729701760464
230	-4.494173097120674
231	-4.685506316567112
232	-4.832796877570292
233	-4.564429118826012
234	-4.865138098870723
235	-4.831978647788238
236	-4.6385263290251295
237	-4.367463615272085
238	-4.923626364860411
239	-4.614500054932982
240	-4.7274739946397455
241	-5.045949355155138
242	-4.671122295186316
243	-4.706479408136513
244	-4.96927919059679
245	-4.604379995928211
246	-4.8871897436195795
247	-4.51798556234963
248	-4.682633237784984
249	-4.5177457620401675
250	-4.568005258551195
251	-4.778529941439258
252	-4.409418660789914
253	-4.48098199351114
254	-4.616051530325155
255	-4.722628006671482
256	-4.548433446291172
257	-4.378153903845124
258	-4.546479408136511
259	-4.769701213002724
260	-4.56747310584159
261	-4.831082012199614
262	-4.353537089927684
263	-4.570808002809725
264	-5.038786552732448
265	-4.922628006671481
266	-4.530889484423426
267	-4.421219814623518
268	-4.360986086684321
269	-4.585810097418183
270	-4.503952958341577
271	-4.345471647556067
272	-4.790693378313757
273	-4.8733977749670325
274	-4.760840484540811
275	-4.591068778687073
276	-4.356219904330201
277	-4.116715686698561
278	-4.317527976863513
279	-4.592754975746997
280	-4.347391752364183
281	-4.671122295186317
282	-4.6745479747988625
283	-4.877675465786687
284	-4.869272424733748
285	-4.641802533587237
286	-4.529811649910232
287	-4.47478963684005
288	-4.333676852008846
289	-4.645178192603154
290	-4.477764767144707
291	-4.595481414443036
292	-4.793637275280057
293	-4.550262110625399
294	-4.788973961251452
295	-4.442363304174531
296	-4.869048676309097
297	-4.682062952518838
298	-4.50915233011831
299	-4.716554282966783
300	-4.693600245348614
301	-3.910997084996699
302	-4.816761686729823
303	-4.581556003916331
304	-4.824382305207127
305	-4.962533677063121
306	-4.354693801418203
307	-4.243897165464304
308	-4.520583723878124
309	-4.623849153032198
310	-4.304009440338691
311	-4.6333822879743884
312	-4.634877401925434
313	-4.510022222331963
314	-4.7788041698587875
315	-4.4979553372435195
316	-4.570875635552065
317	-4.217187858904231
318	-4.889568224188714
319	-4.724594470812089
320	-4.4544333944841545
321	-4.606025732178825
322	-4.2606429309571805
323	-4.139185308096833
324	-4.7905981717247395
325	-4.318911086754465
326	-4.6136526036948835
327	-4.383757731332959
328	-4.687351846248454
329	-4.477087104251488
330	-4.2537522277235595
331	-4.692040386661782
332	-4.8833874464578795
333	-4.720660889157374
