E	A
457	-8.77
458	-8.67
459	-8.73
460	-8.79
461	-8.79
462	-8.81
463	-8.69
464	-8.81
465	-8.66
466	-8.68
467	-8.62
468	-8.71
469	-8.62
470	-8.72
471	-8.71
472	-8.82
473	-8.71
474	-8.81
475	-8.69
476	-8.66
477	-8.85
478	-8.75
479	-8.61
480	-8.71
481	-8.67
482	-8.67
483	-8.75
484	-8.74
485	-8.67
486	-8.73
487	-8.68
488	-8.64
489	-8.73
490	-8.74
491	-8.7
492	-8.64
493	-8.82
494	-8.59
495	-8.73
496	-8.67
497	-8.67
498	-8.64
499	-8.61
500	-8.68
501	-8.64
502	-8.71
503	-8.81
504	-8.61
505	-8.63
506	-8.77
507	-8.64
508	-8.74
509	-8.71
510	-8.71
511	-8.83
512	-8.66
513	-8.69
514	-8.68
515	-8.64
516	-8.75
517	-8.7
518	-8.72
519	-8.62
520	-8.7
521	-8.74
522	-8.61
523	-8.72
524	-8.72
525	-8.67
526	-8.64
527	-8.69
528	-8.67
529	-8.76
530	-8.75
531	-8.78
532	-8.8
533	-8.64
534	-8.66
535	-8.58
536	-8.72
537	-8.81
538	-8.74
539	-8.69
540	-8.76
541	-8.58
542	-8.6
543	-8.73
544	-8.74
545	-8.7
546	-8.73
547	-8.62
548	-8.66
549	-8.69
550	-8.72
551	-8.75
552	-8.7
553	-8.78
554	-8.71
555	-8.63
556	-8.65
557	-8.6
558	-8.76
559	-8.69
560	-8.75
561	-8.74
562	-8.82
563	-8.68
564	-8.62
565	-8.75
566	-8.77
567	-8.78
568	-8.68
569	-8.68
570	-8.66
571	-8.61
572	-8.8
573	-8.64
574	-8.73
575	-8.64
576	-8.75
577	-8.76
578	-8.69
579	-8.71
580	-8.65
581	-8.64
582	-8.76
583	-8.65
584	-8.76
585	-8.61
586	-8.63
587	-8.69
588	-8.71
589	-8.67
590	-8.72
591	-8.71
592	-8.65
593	-8.85
594	-8.76
595	-8.69
596	-8.63
597	-8.63
598	-8.63
599	-8.9
600	-8.76
601	-8.75
602	-8.69
603	-8.74
604	-8.66
605	-8.7
606	-8.8
607	-8.69
608	-8.71
609	-8.71
610	-8.64
611	-8.77
612	-8.67
613	-8.61
614	-8.79
615	-8.61
616	-8.68
617	-8.66
618	-8.77
619	-8.76
620	-8.58
621	-8.69
622	-8.67
623	-8.61
624	-8.77
625	-8.7
626	-8.71
627	-8.68
628	-8.61
629	-8.75
630	-8.83
631	-8.75
632	-8.78
633	-8.64
634	-8.79
635	-8.66
636	-8.69
637	-8.68
638	-8.77
639	-8.82
640	-8.71
641	-8.69
642	-8.73
643	-8.66
644	-8.62
645	-8.77
646	-8.59
647	-8.62
648	-8.76
649	-8.76
650	-8.74
651	-8.69
652	-8.76
653	-8.85
654	-8.73
655	-8.72
656	-8.64
657	-8.61
658	-8.63
659	-8.75
660	-8.76
661	-8.69
662	-8.66
663	-8.82
664	-8.7
665	-8.7
666	-8.61
667	-8.72
668	-8.72
669	-8.85
670	-8.58
671	-8.66
672	-8.72
673	-8.76
674	-8.71
675	-8.65
676	-8.59
677	-8.63
678	-8.67
679	-8.71
680	-8.76
681	-8.68
682	-8.76
683	-8.73
684	-8.64
685	-8.67
686	-8.62
687	-8.67
688	-8.64
689	-8.72
690	-8.79
691	-8.65
692	-8.7
693	-8.75
694	-8.71
695	-8.69
696	-8.82
697	-8.66
698	-8.82
699	-8.87
700	-8.76
701	-8.75
702	-8.63
703	-8.7
704	-8.66
705	-8.81
706	-8.73
707	-8.65
708	-8.75
709	-8.67
710	-8.79
711	-8.72
712	-8.69
713	-8.67
714	-8.69
715	-8.64
716	-8.61
717	-8.55
718	-8.54
719	-8.67
720	-8.76
721	-8.78
722	-8.73
723	-8.74
724	-8.81
725	-8.65
726	-8.61
727	-8.67
728	-8.65
729	-8.89
730	-8.77
731	-8.74
732	-8.73
733	-8.76
734	-8.68
735	-8.66
736	-8.8
737	-8.66
738	-8.73
739	-8.71
740	-8.79
741	-8.82
742	-8.7
743	-8.65
744	-8.79
745	-8.66
746	-8.7
747	-8.61
748	-8.68
749	-8.83
750	-8.67
751	-8.62
752	-8.62
753	-8.71
754	-8.74
755	-8.8
756	-8.68
757	-8.71
758	-8.66
759	-8.65
760	-8.72
761	-8.72
762	-8.79
763	-8.72
764	-8.58
765	-8.74
766	-8.67
767	-8.7
768	-8.74
769	-8.81
770	-8.81
771	-8.62
772	-8.67
773	-8.78
774	-8.63
775	-8.67
776	-8.66
777	-8.69
778	-8.71
779	-8.67
780	-8.74
781	-8.72
782	-8.78
783	-8.76
784	-8.61
785	-8.81
786	-8.73
787	-8.63
788	-8.6
789	-8.75
790	-8.67
791	-8.65
792	-8.7
793	-8.69
794	-8.88
795	-8.65
796	-8.71
797	-8.83
798	-8.68
799	-8.7
800	-8.75
801	-8.7
802	-8.56
803	-8.8
804	-8.7
805	-8.71
806	-8.68
807	-8.65
808	-8.57
809	-8.67
