E	V
1	100.0
2	63.871492661033884
3	64.59086786056442
4	64.79621239291605
5	64.55240138711281
6	64.6622445310811
7	64.39400816296089
8	65.30345393641332
9	63.95021634701935
10	64.5486405010951
11	64.79015335144862
12	64.39513153
13	64.99647642696318
14	64.63012250310979
15	64.39513153
16	64.83603746116256
17	64.51058791032379
18	65.27162960951298
19	65.22985621205281
20	64.7121998647924
21	65.13649354293005
22	65.02772217286497
23	64.7140293962228
24	64.6312533277578
25	64.5162234923339
26	64.9507930891782
27	64.63313814262982
28	64.79621239291605
29	64.43083397105526
30	64.58785588473701
31	64.98467114235956
32	64.22911481147148
33	64.79280401102758
34	64.59350361964138
35	65.1143431192718
36	65.0971506516193
37	64.51434483241114
38	64.30811922931075
39	65.34260782309117
40	65.01895581345894
41	65.35338036604222
42	64.61090585349471
43	64.6746966426123
44	64.86868883717548
45	64.94546824908265
46	64.79091065560948
47	64.55240138711281
48	64.87514091895726
49	65.0719638140566
50	64.30625166324295
51	64.55428202963101
52	65.34722408052576
53	64.82466505802891
54	64.58635002489304
55	65.03305965233459
56	64.59124438156034
57	64.18985294157903
58	64.23097840024724
59	64.55766752145327
60	64.79621239291605
61	64.6750740706829
62	64.94965196122348
63	64.59388017800794
64	64.87362263991498
65	64.5788220057898
66	65.0342035392631
67	64.85730666263403
68	64.51547201245155
69	64.94204570693758
70	64.51284199994298
71	64.23694275441369
72	64.97934146238431
73	64.67167741157942
74	64.63653114692572
75	64.87362263991498
76	64.54864050109508
77	64.54600819733899
78	64.85692734144973
79	64.67167741157942
80	64.46994183871264
81	64.47406972913127
82	64.39251041374348
83	64.67092265757164
84	64.54600819733899
85	64.99342939376888
86	64.9903827141369
87	64.39026394739176
88	64.39251041374348
89	64.42109031826143
90	65.10861104182662
91	64.62183126136995
92	65.3841089118821
93	64.67205479664509
94	64.59425674171405
95	64.99266769071923
96	64.79507621673562
97	64.98048344563608
98	64.71440724261028
99	64.51509628046722
100	64.82921343098351
101	64.55352975666005
102	64.66828118781727
103	64.67582894295427
104	64.95573854946652
105	64.10660682603326
106	64.71440724261028
107	64.8702068319313
108	64.59086786056442
109	64.67167741157942
110	65.09867841380043
111	64.70911788398432
112	64.87324308382529
113	65.03305965233459
114	64.94356678178578
115	65.02619737819163
116	64.51659924023238
117	64.51584774974037
118	64.74318733760154
119	64.43270815843559
120	64.62786099840419
121	65.02734096588757
122	64.75150722904198
123	64.70420728287822
124	64.38914078506646
125	64.67696129169022
126	64.39251041374348
127	64.55428202963101
128	64.830350646758
129	65.06814701209093
130	64.42821032988981
131	65.07310896308496
132	64.53773693837307
133	64.90858096530506
134	64.51321770010507
135	64.87248398804927
136	64.63653114692572
137	64.75680306886812
138	65.03191581529447
139	64.95649947210227
140	64.3534725515822
141	64.58860884667371
142	64.03575487617866
143	64.87324308382529
144	64.31185475233667
145	64.35459463557737
146	64.62710720633723
147	64.71478509439231
148	64.43233331042615
149	64.90972074616228
150	64.66979056686532
151	64.6762063871555
152	64.31521716882423
153	64.6746966426123
154	64.63803928816722
155	64.58635002489304
156	64.54074437131744
157	65.31152387244789
158	64.65545493507385
159	64.83338346186152
160	64.95764089736235
161	64.85996206376022
162	64.8326252253944
163	64.27400962830447
164	64.91162049061529
165	65.18544467160123
166	64.77614713937423
167	64.11812343964101
168	64.70949566026368
169	64.11626558799394
170	64.35758708982672
171	64.83603746116256
172	64.98276756108478
173	64.86755039849236
174	64.62597655838826
175	65.26472030470597
176	64.63879339094842
177	64.7140293962228
178	64.74999432677822
