E	A
457	-9.17
458	-9.25
459	-9.26
460	-9.38
461	-9.4
462	-9.39
463	-9.36
464	-9.32
465	-9.33
466	-9.33
467	-9.22
468	-9.35
469	-9.24
470	-9.24
471	-9.38
472	-9.04
473	-9.25
474	-9.27
475	-9.36
476	-9.19
477	-9.5
478	-9.32
479	-9.47
480	-9.26
481	-9.18
482	-9.26
483	-9.31
484	-9.24
485	-9.3
486	-9.26
487	-9.08
488	-9.01
489	-9.13
490	-9.36
491	-9.3
492	-9.16
493	-9.18
494	-9.34
495	-9.2
496	-9.41
497	-9.4
498	-9.54
499	-9.32
500	-9.32
501	-9.27
502	-9.29
503	-9.54
504	-9.35
505	-9.44
506	-9.2
507	-9.13
508	-9.35
509	-9.37
510	-9.09
511	-9.2
512	-9.13
513	-9.12
514	-9.25
515	-9.4
516	-9.28
517	-9.11
518	-9.31
519	-9.43
520	-9.31
521	-9.18
522	-9.42
523	-9.29
524	-9.22
525	-9.41
526	-9.09
527	-9.28
528	-9.31
529	-9.25
530	-9.12
531	-9.33
532	-9.3
533	-9.15
534	-9.33
535	-9.52
536	-9.31
537	-9.32
538	-9.4
539	-9.25
540	-9.26
541	-9.35
542	-9.33
543	-9.21
544	-9.22
545	-9.09
546	-9.34
547	-9.39
548	-9.3
549	-9.25
550	-9.18
551	-9.44
552	-9.23
553	-9.17
554	-9.14
555	-9.42
556	-9.49
557	-9.37
558	-9.49
559	-9.18
560	-9.18
561	-9.2
562	-9.29
563	-9.28
564	-9.43
565	-9.28
566	-9.22
567	-9.49
568	-9.11
569	-9.05
570	-9.3
571	-9.15
572	-9.15
573	-9.45
574	-9.28
575	-9.05
576	-9.02
577	-9.18
578	-9.33
579	-9.28
580	-9.43
581	-9.4
582	-9.31
583	-9.31
584	-9.49
585	-9.25
586	-9.28
587	-9.14
588	-9.23
589	-9.15
590	-9.28
591	-9.2
592	-9.37
593	-9.42
594	-9.16
595	-9.11
596	-9.43
597	-9.31
598	-9.31
599	-9.18
600	-9.23
601	-9.02
602	-9.27
603	-9.16
604	-9.33
605	-9.36
606	-9.46
607	-9.13
608	-9.25
609	-9.24
610	-9.24
611	-9.33
612	-9.07
613	-9.46
614	-9.29
615	-9.48
616	-9.23
617	-9.32
618	-9.35
619	-9.21
620	-9.38
621	-9.44
622	-9.28
623	-9.26
624	-9.44
625	-9.2
626	-9.41
627	-9.25
628	-9.34
629	-9.35
630	-9.19
631	-9.19
632	-9.23
633	-9.25
634	-9.35
635	-9.32
636	-9.27
637	-9.23
638	-9.29
639	-9.06
640	-9.41
641	-9.24
642	-9.28
643	-9.42
644	-9.5
645	-9.3
646	-9.43
647	-9.11
648	-9.36
649	-9.41
650	-9.17
651	-9.39
652	-9.28
653	-9.3
654	-9.14
655	-9.33
656	-9.25
657	-9.43
658	-9.51
659	-9.26
660	-9.09
661	-9.25
662	-9.24
663	-9.24
664	-9.38
665	-9.21
666	-9.37
667	-9.12
668	-9.34
669	-9.4
670	-8.99
671	-9.3
672	-9.22
673	-9.41
674	-9.44
675	-9.4
676	-9.09
677	-9.3
678	-9.25
679	-9.45
680	-9.27
681	-9.2
682	-9.44
683	-9.24
684	-9.16
685	-9.32
686	-9.5
687	-9.34
688	-9.29
689	-9.27
690	-9.06
691	-9.21
692	-9.46
693	-9.29
694	-9.36
695	-9.18
696	-9.38
697	-9.36
698	-9.19
699	-9.36
700	-9.3
701	-9.44
702	-9.28
703	-9.33
704	-9.26
705	-9.17
706	-9.23
707	-9.3
708	-9.33
709	-9.23
710	-9.15
711	-9.21
712	-9.11
713	-9.43
714	-9.18
715	-9.24
716	-9.44
717	-9.31
718	-9.17
719	-9.46
720	-9.27
721	-9.44
722	-9.24
723	-9.37
724	-9.21
725	-9.19
726	-9.37
727	-8.97
728	-9.12
729	-9.39
730	-9.16
731	-9.42
732	-9.3
733	-9.34
734	-9.39
735	-9.17
736	-9.22
737	-9.39
738	-9.2
739	-9.39
740	-9.32
741	-9.45
742	-9.29
743	-9.31
744	-9.34
745	-9.32
746	-9.27
747	-9.36
748	-9.31
749	-9.14
750	-9.33
751	-9.25
752	-9.2
753	-9.31
754	-9.32
755	-9.38
756	-9.28
757	-9.22
758	-9.51
759	-9.19
760	-9.14
761	-9.44
762	-9.29
763	-9.23
764	-9.33
765	-9.39
766	-9.42
767	-9.39
768	-9.22
769	-9.43
770	-9.1
771	-9.35
772	-9.39
773	-9.21
774	-9.21
775	-9.27
776	-9.29
777	-9.58
778	-9.26
779	-9.37
780	-9.39
781	-9.42
782	-9.35
783	-9.25
784	-9.43
785	-9.18
786	-9.31
787	-9.4
788	-9.36
789	-9.28
790	-9.2
791	-9.18
792	-9.3
793	-9.38
794	-9.34
795	-9.12
796	-9.38
797	-9.24
798	-9.21
799	-9.13
800	-9.23
801	-9.29
802	-9.3
803	-9.38
804	-9.45
805	-9.22
806	-9.44
807	-9.31
808	-9.35
809	-9.22
810	-9.43
811	-9.36
812	-9.26
813	-9.39
814	-9.26
815	-9.41
816	-9.28
817	-9.41
818	-9.47
819	-9.4
820	-9.2
821	-9.31
822	-9.4
823	-9.4
824	-9.34
825	-9.09
826	-9.12
827	-9.07
828	-9.25
829	-9.18
830	-9.11
831	-9.35
832	-9.21
833	-9.23
834	-9.43
835	-9.17
836	-9.31
837	-9.6
838	-9.27
839	-9.38
840	-9.09
841	-9.31
842	-9.33
843	-9.2
844	-9.19
845	-9.28
846	-9.23
847	-9.35
848	-9.15
849	-9.2
850	-9.26
851	-9.3
852	-9.24
853	-9.32
854	-9.17
855	-9.24
856	-9.23
857	-9.31
858	-9.23
859	-9.21
860	-9.2
861	-9.27
862	-9.3
863	-9.24
864	-9.36
865	-9.31
866	-9.17
867	-9.41
868	-9.33
869	-9.26
870	-9.15
871	-9.25
872	-9.15
873	-9.3
874	-9.42
875	-9.28
876	-9.13
877	-9.36
878	-9.34
879	-9.25
880	-9.38
881	-9.37
882	-9.3
883	-9.19
884	-9.18
885	-9.32
886	-9.31
887	-9.29
888	-9.38
889	-9.29
890	-9.26
891	-9.14
892	-9.25
893	-9.36
894	-9.42
895	-9.22
896	-9.43
897	-9.23
898	-9.44
899	-9.41
900	-9.41
901	-9.19
902	-9.15
903	-9.39
904	-9.28
905	-9.24
906	-9.21
907	-9.29
908	-9.36
909	-9.47
910	-9.26
911	-9.23
912	-9.3
913	-9.48
914	-9.12
915	-9.32
916	-9.3
917	-9.24
918	-9.55
919	-9.2
920	-9.25
921	-9.06
922	-9.23
923	-9.36
924	-9.35
925	-9.35
926	-9.3
927	-9.0
928	-9.3
929	-9.45
930	-9.21
931	-9.02
932	-9.3
933	-9.29
934	-9.28
935	-9.32
936	-9.27
937	-9.51
938	-9.35
939	-9.28
940	-9.22
941	-9.4
942	-9.4
943	-9.23
944	-9.15
945	-9.22
946	-9.2
947	-9.25
948	-9.34
949	-9.15
950	-9.4
951	-9.12
952	-9.22
953	-9.32
954	-9.23
955	-9.12
956	-9.23
957	-9.33
958	-9.33
959	-9.25
960	-9.34
961	-9.32
962	-9.22
963	-9.48
964	-9.42
965	-9.61
966	-9.07
967	-9.41
968	-9.33
969	-9.34
970	-9.17
971	-9.24
972	-9.39
973	-9.34
974	-9.42
975	-9.08
976	-9.3
977	-9.12
978	-9.29
979	-9.26
980	-9.6
981	-9.4
982	-9.13
