E	A
661	-8.68
662	-8.79
663	-8.76
664	-8.6
665	-8.6
666	-8.64
667	-8.77
668	-8.74
669	-8.77
670	-8.6
671	-8.66
672	-8.61
673	-8.65
674	-8.74
675	-8.63
676	-8.56
677	-8.76
678	-8.67
679	-8.59
680	-8.82
681	-8.7
682	-8.72
683	-8.83
684	-8.73
685	-8.74
686	-8.76
687	-8.68
688	-8.68
689	-8.83
690	-8.69
691	-8.63
692	-8.7
693	-8.51
694	-8.7
695	-8.68
696	-8.87
697	-8.73
698	-8.71
699	-8.76
700	-8.7
701	-8.76
702	-8.67
703	-8.71
704	-8.66
705	-8.75
706	-8.72
707	-8.76
708	-8.64
709	-8.73
710	-8.7
711	-8.74
712	-8.68
713	-8.8
714	-8.7
715	-8.74
716	-8.73
717	-8.72
718	-8.69
719	-8.76
720	-8.79
721	-8.74
722	-8.78
723	-8.68
724	-8.75
725	-8.65
726	-8.67
727	-8.7
728	-8.71
729	-8.61
730	-8.82
731	-8.62
732	-8.82
733	-8.5
734	-8.78
735	-8.7
736	-8.87
737	-8.74
738	-8.67
739	-8.66
740	-8.69
741	-8.73
742	-8.63
743	-8.75
744	-8.66
745	-8.72
746	-8.8
747	-8.69
748	-8.82
749	-8.72
750	-8.65
751	-8.68
752	-8.7
753	-8.69
754	-8.63
755	-8.64
756	-8.51
757	-8.72
758	-8.74
759	-8.77
760	-8.73
761	-8.64
762	-8.59
763	-8.59
764	-8.71
765	-8.75
766	-8.72
767	-8.66
768	-8.66
769	-8.86
770	-8.71
771	-8.71
772	-8.68
773	-8.73
774	-8.73
775	-8.71
776	-8.63
777	-8.76
778	-8.59
779	-8.83
780	-8.69
781	-8.74
782	-8.66
783	-8.58
784	-8.76
785	-8.56
786	-8.59
787	-8.6
788	-8.71
789	-8.86
790	-8.64
791	-8.72
792	-8.78
793	-8.73
794	-8.63
795	-8.72
796	-8.66
797	-8.77
798	-8.71
799	-8.73
800	-8.79
801	-8.73
802	-8.67
803	-8.71
804	-8.77
805	-8.65
806	-8.69
807	-8.63
808	-8.63
809	-8.73
810	-8.55
811	-8.81
812	-8.64
813	-8.67
814	-8.73
815	-8.65
816	-8.68
817	-8.69
818	-8.8
819	-8.75
820	-8.58
821	-8.76
822	-8.69
823	-8.66
824	-8.68
825	-8.74
826	-8.64
827	-8.65
828	-8.74
829	-8.66
830	-8.6
831	-8.72
832	-8.72
833	-8.65
834	-8.74
835	-8.69
836	-8.71
837	-8.73
838	-8.67
839	-8.77
840	-8.72
841	-8.63
842	-8.77
843	-8.67
844	-8.61
845	-8.63
846	-8.72
847	-8.66
848	-8.55
849	-8.79
850	-8.69
851	-8.75
852	-8.59
853	-8.59
854	-8.67
855	-8.75
856	-8.48
857	-8.69
858	-8.68
859	-8.79
860	-8.71
861	-8.77
862	-8.58
863	-8.66
864	-8.76
865	-8.7
866	-8.77
867	-8.67
868	-8.71
869	-8.64
870	-8.8
871	-8.58
872	-8.7
873	-8.78
874	-8.69
875	-8.74
876	-8.62
877	-8.62
878	-8.75
879	-8.76
880	-8.83
881	-8.7
882	-8.76
883	-8.75
884	-8.72
885	-8.63
886	-8.66
887	-8.64
888	-8.74
889	-8.65
890	-8.9
891	-8.76
