E	V
1	-9.102498554912813
2	-9.71689735922873
3	-9.26008474424119
4	-9.183849422529956
5	-9.600937328401459
6	-9.042424281459448
7	-9.505701920668157
8	-9.085249405521317
9	-9.520190107197575
10	-10.301723625709382
11	-9.830880988495752
12	-9.440995818395564
13	-8.828390447856904
14	-10.265776637832541
15	-9.753720531950002
16	-10.058858841905739
17	-9.477617921766525
18	-9.54211812519436
19	-8.966397831977183
20	-9.736112580158466
21	-9.121534336235422
22	-9.694163307533021
23	-10.283659613948195
24	-8.681268627052132
25	-8.652560558095086
26	-8.924926635353867
27	-9.569361143582043
28	-9.055203953007732
29	-9.017812841008265
30	-9.023423213335754
31	-10.324024128588775
32	-9.309017256378816
33	-10.649788953808363
34	-8.580673457630784
35	-8.708324018320981
36	-9.34739441894737
37	-10.23770813588343
38	-9.70914758965845
39	-8.826888138387389
40	-8.937147793458415
41	-9.534848003542365
42	-9.73459907013608
43	-9.931239854873994
44	-9.96357969883512
45	-10.114439075715469
46	-10.124078803293145
47	-8.565849943978648
48	-9.632026750449334
49	-8.951077715259132
50	-9.159106964841117
51	-9.542694074339881
52	-9.32693221990232
53	-10.17164313150845
54	-9.139181665983964
55	-9.890546498246895
56	-9.992942840683096
57	-9.040885910371902
58	-10.056562630628207
59	-10.055157087131711
60	-9.018849264559279
61	-9.705096739438183
62	-8.919428493662025
63	-9.261414622368761
64	-9.620569039876752
65	-9.35056955181661
66	-9.410316434571554
67	-9.61110417285187
68	-10.112242927434014
69	-10.98417917189731
70	-10.881630360296201
71	-9.37110417285187
72	-9.85349755342401
73	-9.717169719025819
74	-10.324476695197152
75	-9.761750376689
76	-10.632895962483659
77	-10.48291949768613
78	-10.389982758569436
79	-11.253609206670646
80	-9.618016047242923
81	-9.762202362203544
82	-11.167474859109886
83	-10.742663132824145
84	-10.299781013146852
85	-11.70962572753295
86	-10.909984126944133
87	-10.66555036925944
88	-12.165490364820624
89	-11.275012077271198
90	-11.749457434842089
91	-12.520714209807196
92	-11.870533493198932
